text,airline
this inflight wifi is the absolute worst i d be willing to have paid double for dialup speeds flight,Southwest
are there any flights from msp to hrl in march i m looking at,Southwest
yes i know that also noticed you offer a list boarding after a so your programs are too popular,Southwest
i pay for a service to be delivered whether or not it is your fault shouldn t there be some sort of compensation,Southwest
a little surprised my early bird got me b from den to kc just now worst i ve had what s up,Southwest
again please accept my apologies for my lame childish tweet you didn t deserve that i remain a loyal sw customer,Southwest
i owe you an apology my tweet was out of frustration not constructive criticism i m a sw fan love your service,Southwest
wouldn t it be awesome for my first time flying to be destinationdragons,Southwest
just booked trip to cancun no baggage fees but need to have more flight time options,Southwest
thank you bringbacktheluvtordu miami directflights,Southwest
i can easily get to the atlanta show i just need tickets help,Southwest
got duped w a connection on st flight sneaky now u won t give me a seat on an earlier flight w availability shameful,Southwest
adding direct flights from columbus to oakland via,Southwest
that would be great thank you i ll send it over when you follow,Southwest
boarding passes now compatible with iphone passbook,Southwest
real sincere apology makes my day glad to know flying mail is more important than me never flying sw again badservice,Southwest
i already follow you and can t dm because u need to follow me back,Southwest
my dm won t go through but it is please let me know if you need anything else,Southwest
can someone rebook me please direct message me,Southwest
rude customer svc won t accommodate an earlier flight w o charge us mail takes priority over customers badservice,Southwest
rude gate agent wholly unacceptable to us other passengers think this will be our last time on sw,Southwest
having trouble reflight booking problems a cancelled flighted flight no one picking up phones and your site isn t working,Southwest
love sw forever,Southwest
please hire an efficiency consultant to manage your phx baggage checkin way to many open kiosks with s of ppl waiting,Southwest
question all when will i receive my yearly bonus point accumulation i think it s around now but not sure thanks,Southwest
i m flying on one right this minute,Southwest
sw rocks thanks for the reply and the follow rebooked earlier flight,Southwest
congrats,Southwest
well deserved,Southwest
please please please choose me to go see destinationdragons,Southwest
i always tell everyone to fly southwest congratulations,Southwest
friendliest employees,Southwest
i got a phishing email claiming to be from southwest i can forward to you if you d like to investigate,Southwest
unfortunately no it s my lack of status that s the big problem my company policy forces me to buy the cheapest tickets,Southwest
every flight flown by me personally about two round trips per month is full still hard to believe fly hours thru atl no,Southwest
