,text,airline
8135,spent most of the winter in nny with mom jetblue will take me home to fl via bos on mon miss hubby kitties warm countingdown,Delta
8136,hey any chance you have an update on flight hartford to d c,Delta
8137,no updates on anything all we know is there is an issue with the front wheels being locked,Delta
8138,flight to dca delays i m all for erring on the side of safety but it s an inconvenience to people with connecting flights,Delta
8139,has d c thinking about summer with new nantucket service broadway world,Delta
8140,it s time for our brandmance go upwherewebelong,Delta
8141,and the from team to offer in flight access to journal broadway world,Delta
8142,pdx to jfk was suuuuper hot,Delta
8143,s ceo pilots among ardent fans wall street poughkeepsie journal,Delta
8144,is it june yet,Delta
8145,airways hits new month high at jblu wkrb news,Delta
8146,eta for flight into orlando this morning,Delta
8147,using a jfk sea for summer it will be my first a flight ever no mint to seattle core config only,Delta
8148,how much for a trip to a warm island,Delta
8149,has dc thinking about summer with new nantucket service,Delta
8150,it s ok things happen just very frustrated when you have to change your schedule see you tomorrow for a new rescheduled flight,Delta
8151,i had a sjc to jfk departing pm tonight i have to now change my whole schedule can we get a sort of refund for this,Delta
8152,your airline should have a better system to inform your clients when their flights are cancelled flightled last min we have schedules too,Delta
8153,havana cuba to share my love of photography and leave pictures behind as well as to deliver much needed items flyingitforward,Delta
8154,the slowest boarding process i ve ever experienced and rude customer service agents,Delta
8155,needs to get its act together in phx,Delta
8156,she s on to something,Delta
8157,and the from team to offer in flight access to journal nassau news live,Delta
8158,love you bae jetbae,Delta
8159,probably not anymore,Delta
8160,i look forward to getting this resolved i will be in touch,Delta
8161,yes best case scenario i get my gear late flight friday early saturday camp starts at am tomorrow toolittletoolate flight,Delta
8162,in ca for the weekend to attend a training camp thanks for sending all my gear to fl looks like this trip is a waste nothappy,Delta
8163,yup he said there would be flight change fee but the plane should be here in minutes apparently,Delta
8164,to portland maine,Delta
8165,why are you making me stay in jfk until am or late flightr just let me rebook without making me pay more,Delta
8166,you definitely will,Delta
8167,and stranded passengers aren t being helped to get another flight,Delta
8168,you don t remember our date monday night back to nyc heartbroken,Delta
8169,ugh always know a way to my heart,Delta
8170,and the from team to offer in flight access to journal digital journal,Delta
8171,why did you just cancelled flight flight last minute,Delta
8172,i m sitting on the plane too many predictable mechanical problems still onboard this is getting bad,Delta
8173,thanks for the help,Delta
8174,on your flight jfk to pr they got the doors open on this frigid temperature icyflight,Delta
8175,poorservice poorcommunication waitingsince for bags frm flight jetblue,Delta
8176,bags hv been posted on board for flight on carsl now switched to carsl it s comedic watching passengers run frm to othr,Delta
8177,the one man in baggage office says i dunno help,Delta
8178,where is our luggage flight has been waiting an hour for bags jetblue poorservice,Delta
8179,what is going on we arrived at pm not one bag has been unloaded flight,Delta
8180,service for baggage at jfk is incomprehensible no employee knows where our luggage is frm flight lax to nyc its an hr wait now,Delta
8181,thank you guys brilliant customer service,Delta
8182,yes of course before i left the airport i kept looking but claim is still open,Delta
8183,stewardesses can t work w o a galley light back to nyc to change a light fromthefrontseat jetblueblues,Delta
8184,great thank you lets hope so could you please notify me if flight leaves jfk thank you again,Delta
8185,flyingitforward pereira colombia to help the kids from cartago streets and deliver a lot of clothes that i have picked to donate,Delta
8186,that is great but once it gets to buffalo will it be able to leave and get to jfk or there s issues still at buffalo airport,Delta
8187,sorry for my misunderstanding of the term but what does that exactly mean,Delta
8188,why do you have every channel but how are and i supposed to watch scandal but free flyfi is sweet,Delta
8189,i left my apt hrs ago to go from boston to sjc and i m still nyc please bring back the nonstop flight jetblueblues,Delta
8190,what is going on with the flight from buffalo to jfk have they figured anything out about the temperature and the tower yet,Delta
8191,we never received that credit for inoperable tv s on our sfo jfk flight weeks ago never got an email,Delta
8192,was far less painful than what was coming from avis,Delta
8193,thanks so i ll like to get the new tail n jb n jb boston red sox livery so i can share with talk but send them only on weekends,Delta
8194,look what i capture at uvf,Delta
8195,i m so ready to see n jb n n jb on my island but on a weekend to capture it,Delta
8196,my flight attendant angel was awesome kudos,Delta
8197,washington dc,Delta
8198,thank you loyalmosaicmember,Delta
8199,the pilot just stated that after years of flying he has never experienced anything like this gettingoffplane,Delta
8200,we now have to get off of the plane and wait another hours for someone at the to read the temp tired,Delta
8201,flight from jfk to buf,Delta
8202,thank you very very much,Delta
8203,awww thank you b glad to hear it made my day one last question do you have any idea what tail is operating flt maro,Delta
8204,i appreciate the quick response but how can no one go outside to check temp so we can leave in buf currentlysittingontarmac,Delta
